Ticker,PE Ratio_highlight,Forward P/E_highlight,P/S Ratio_highlight,P/B Ratio_highlight,Dividend Yield (%)_highlight,Current Ratio_highlight,Debt/Equity_highlight,Revenue Growth 4Y (%)_highlight,EPS Growth 4Y (%)_highlight,Forward EPS Growth (%)_highlight,EPS_highlight,PEG Ratio_highlight,ROE (%)_highlight,ROA (%)_highlight,ROIC (%)_highlight,Profit Margin (%)_highlight,Gross Margin (%)_highlight,FCF Yield (%)_highlight,FCF/EV_highlight,EV/EBITDA_highlight
ILI.V,within,within,within,below,within,within,within,within,within,above,within,within,above,above,above,within,within,below,below,within
SBMI.V,within,within,within,above,within,below,above,within,within,within,within,within,below,below,below,within,within,within,within,within
MTLO.V,within,within,below,within,within,within,within,below,above,within,above,within,within,below,below,below,above,below,below,within
KORE.V,within,within,within,above,within,below,within,within,above,within,above,within,below,below,below,within,within,within,within,within
TIG.V,within,within,within,within,within,below,within,within,above,within,within,within,below,below,below,within,within,within,within,within
BWLK.V,within,within,below,within,within,below,within,within,above,within,below,within,within,below,below,below,above,below,below,within
SWLF.V,within,within,within,above,within,above,below,within,below,within,above,within,within,above,within,within,within,within,within,within
FLYN.V,within,within,within,below,within,above,within,within,within,within,below,within,below,within,below,within,within,below,below,within
IB.V,within,within,below,below,within,below,above,within,below,within,below,within,below,below,below,below,below,below,below,within
MONT.V,within,within,below,within,within,below,above,above,below,within,below,within,below,below,below,below,above,within,within,within
YFI.V,within,within,within,within,within,below,within,within,above,within,within,within,within,below,above,within,within,below,below,within
SIE.V,within,within,within,above,within,above,within,within,above,within,above,within,below,below,below,within,within,below,below,within
SNG.V,within,within,within,below,within,below,within,within,within,within,above,within,above,above,within,within,within,within,below,within
LEXI.V,within,within,within,within,within,below,within,within,below,within,below,within,below,below,below,within,within,below,below,within
CYM.V,within,within,above,within,within,below,within,below,below,within,below,within,within,below,below,below,below,below,below,within
SWA.V,within,within,within,above,within,below,within,within,above,within,above,within,below,below,below,within,within,below,below,within
NBY.V,within,within,within,within,within,above,within,within,below,within,within,within,below,below,below,within,within,below,below,within
FRE.V,within,within,within,above,within,below,within,within,above,within,below,within,below,below,below,within,within,below,below,within
NAM.V,within,within,within,below,within,above,below,within,above,within,above,within,above,above,above,within,within,below,below,within
TVI.V,within,within,within,below,within,below,below,within,within,within,above,within,below,below,below,within,within,below,below,within
ROX.V,within,within,within,above,within,above,within,within,above,within,above,within,below,below,below,within,within,below,below,within
TGOL.V,within,within,within,below,within,above,within,within,within,within,within,within,above,above,above,within,within,within,within,within
TAJ.V,within,within,within,within,within,below,within,within,above,within,within,within,within,within,within,within,within,above,above,within
XRTX.V,within,within,within,within,within,above,below,within,within,within,above,within,above,within,within,within,within,below,below,within
PPP.V,within,within,within,below,within,above,within,within,above,within,below,within,below,within,below,within,within,below,below,within
DEC.V,within,within,within,below,within,below,within,within,above,within,above,within,within,within,within,within,within,below,below,within
AUU.V,within,within,within,below,within,within,within,within,above,within,within,within,above,above,above,within,within,within,within,within
NMI.V,within,within,within,below,within,below,within,within,below,within,above,within,above,above,above,within,within,below,below,within
CANB.V,below,within,below,below,within,below,above,above,within,below,above,within,above,above,above,above,within,above,above,below
MEK.V,within,within,within,below,within,within,below,within,within,within,above,within,above,above,above,within,within,below,below,within
BES.V,within,within,within,above,within,below,above,below,below,within,below,within,below,below,below,below,within,below,below,within
